plano_nome,plano_id,aluno_status,aluno_id,data_entrada,duracao_treino
Ouro,3,inativo,267,2025-10-16 23:23:10,113
Bronze,1,ativo,500,2026-02-05 10:32:02,59
Prata,2,ativo,295,2025-10-12 01:28:45,0
Ouro,3,inativo,193,2026-01-02 15:41:30,15
Prata,3,ativo,146,2025-04-03 13:47:55,95
Prata,1,inativo,287,2025-05-26 02:57:56,67
Prata,2,ativo,101,2026-04-03 04:56:31,88
Bronze,2,ativo,254,2025-05-01 05:34:51,117
Ouro,3,inativo,460,2025-06-01 00:55:55,13
Bronze,1,inativo,110,2025-11-03 23:45:27,80
Prata,2,inativo,13,2025-09-18 14:39:46,65
Ouro,3,inativo,95,2025-04-14 12:25:46,125
Ouro,2,inativo,257,2026-01-15 16:56:03,41
Prata,1,ativo,427,2025-05-25 11:12:00,40
Bronze,1,ativo,329,2026-01-28 14:55:35,125
Ouro,2,ativo,120,2025-11-24 22:42:48,107
Bronze,1,ativo,295,2025-09-19 05:51:56,60
Prata,2,inativo,241,2025-12-23 20:09:59,37
Prata,2,ativo,118,2025-06-02 16:17:00,118
Ouro,3,ativo,140,2025-11-27 07:19:44,101
Ouro,1,ativo,170,2025-07-02 00:43:11,33
Prata,1,ativo,4,2025-10-12 02:00:46,107
Prata,3,ativo,476,2026-01-23 01:23:59,28
Ouro,1,inativo,209,2026-03-13 09:39:24,10
Bronze,2,ativo,197,2026-03-15 09:32:54,22
Bronze,1,inativo,320,2026-02-22 00:04:34,63
Bronze,1,inativo,29,2025-06-17 07:16:26,44
Bronze,1,ativo,353,2025-12-12 15:38:06,28
Bronze,3,inativo,8,2026-01-04 21:41:10,119
Prata,3,inativo,499,2025-11-16 10:38:11,15
Prata,1,inativo,223,2025-11-08 04:39:42,65
Bronze,3,ativo,361,2025-06-13 15:38:06,108
Bronze,3,inativo,353,2026-02-14 03:38:46,57
Bronze,1,ativo,58,2025-08-06 13:35:34,71
Ouro,2,ativo,236,2025-09-22 21:47:02,42
Prata,3,ativo,105,2025-09-22 21:41:31,96
Bronze,3,inativo,69,2025-06-28 13:56:52,107
Bronze,3,ativo,108,2025-06-05 13:53:57,19
Bronze,3,ativo,154,2025-04-02 07:10:09,72
Bronze,3,inativo,476,2026-03-11 21:56:12,35
Prata,1,ativo,438,2026-02-21 02:14:46,78
Bronze,1,ativo,14,2025-07-02 02:23:12,33
Bronze,1,ativo,385,2025-10-17 21:00:35,127
Bronze,2,inativo,110,2026-02-22 21:33:02,130
Bronze,1,inativo,89,2025-08-27 21:23:58,0
Bronze,2,inativo,186,2026-03-07 10:14:39,95
Prata,2,inativo,417,2025-07-26 00:33:15,81
Prata,2,ativo,311,2025-08-25 08:47:03,126
Bronze,1,inativo,135,2025-07-17 22:35:55,46
Bronze,1,inativo,317,2025-09-06 18:45:53,80
Bronze,1,inativo,124,2025-08-21 01:10:21,8
Prata,1,ativo,423,2026-01-24 17:54:29,32
Ouro,2,ativo,329,2026-02-26 04:27:29,9
Bronze,2,ativo,57,2026-03-12 14:55:52,0
Bronze,2,inativo,25,2025-11-02 23:47:19,84
Bronze,2,inativo,186,2025-06-17 04:11:04,47
Prata,1,ativo,437,2025-06-20 03:07:21,48
Ouro,3,ativo,292,2025-07-27 17:31:29,63
Bronze,2,ativo,463,2025-09-21 03:40:11,6
Ouro,1,inativo,479,2026-03-28 00:28:16,98
Bronze,2,ativo,25,2026-03-30 04:01:15,103
Prata,1,inativo,74,2026-02-03 06:22:17,126
Prata,2,ativo,113,2025-07-01 02:13:04,25
Bronze,2,ativo,20,2025-11-06 08:45:39,114
Prata,1,inativo,281,2025-09-13 22:45:47,130
Bronze,2,ativo,426,2025-12-09 16:26:02,91
Bronze,2,inativo,277,2025-09-29 00:21:22,117
Bronze,3,inativo,234,2026-02-05 06:48:40,123
Bronze,3,ativo,67,2025-08-20 17:00:42,125
Bronze,2,ativo,137,2026-01-21 00:59:30,87
Ouro,2,inativo,334,2025-05-04 13:38:28,87
Prata,2,ativo,130,2026-03-22 01:36:15,54
Bronze,1,inativo,427,2025-04-17 00:09:07,22
Bronze,3,inativo,177,2026-01-11 00:50:19,46
Bronze,1,ativo,84,2025-11-23 10:59:43,94
Bronze,3,ativo,41,2026-03-13 19:32:48,8
Ouro,1,ativo,208,2026-03-03 04:41:13,68
Bronze,1,inativo,390,2025-04-18 18:42:02,102
Prata,1,inativo,51,2025-07-28 05:40:28,28
Prata,3,inativo,275,2025-10-06 19:20:19,46
Prata,1,ativo,20,2025-08-27 18:21:24,107
Bronze,1,inativo,141,2026-02-08 13:18:36,97
Ouro,2,ativo,135,2025-10-02 00:30:28,118
Bronze,1,ativo,107,2025-07-21 18:30:31,105
Prata,1,ativo,53,2025-10-25 01:00:59,81
Bronze,3,ativo,291,2025-06-28 08:46:46,0
Bronze,3,inativo,260,2026-02-16 06:02:39,48
Bronze,1,ativo,408,2025-07-01 23:29:06,29
Bronze,3,inativo,453,2025-10-21 11:34:19,62
Bronze,1,inativo,170,2026-02-07 10:07:51,29
Bronze,3,ativo,422,2025-09-30 19:36:58,47
Bronze,2,ativo,254,2026-04-02 15:35:58,61
Bronze,2,ativo,277,2025-08-19 13:59:02,106
Bronze,2,ativo,479,2025-10-16 17:02:30,46
Bronze,3,inativo,247,2025-06-21 22:11:30,24
Bronze,2,inativo,55,2025-05-06 18:23:06,41
Bronze,3,ativo,162,2025-11-29 18:11:51,114
Bronze,2,ativo,299,2025-05-20 17:49:38,50
Prata,1,ativo,477,2025-04-28 21:52:21,91
Bronze,2,ativo,323,2026-03-01 10:43:29,87
Ouro,1,inativo,229,2026-01-30 07:25:37,39
Ouro,1,ativo,218,2025-06-30 16:17:02,122
Ouro,1,ativo,351,2025-10-21 17:17:33,106
Prata,1,ativo,201,2026-02-12 12:18:23,121
Ouro,2,ativo,245,2026-03-10 11:12:24,86
Bronze,2,inativo,465,2025-08-06 04:51:22,47
Bronze,2,inativo,344,2025-11-22 20:27:21,66
Bronze,2,inativo,360,2026-02-22 15:22:33,80
Prata,1,ativo,454,2025-07-25 01:06:51,73
Bronze,1,inativo,433,2025-05-20 04:19:50,19
Bronze,1,ativo,399,2025-08-09 07:11:01,59
Ouro,1,ativo,369,2026-01-31 06:44:39,13
Bronze,1,ativo,210,2025-05-28 12:46:55,17
Ouro,3,inativo,412,2025-11-07 08:09:50,41
Bronze,2,ativo,11,2025-04-02 16:47:21,129
Bronze,2,inativo,200,2025-06-13 03:47:08,11
Bronze,3,ativo,498,2025-10-26 17:50:12,107
Bronze,1,inativo,434,2025-11-09 14:34:46,46
Bronze,1,inativo,6,2026-02-11 02:11:10,112
Prata,3,inativo,179,2025-08-22 02:09:21,109
Prata,1,ativo,461,2025-05-27 17:31:02,20
Prata,1,inativo,416,2026-01-08 21:41:19,104
Bronze,3,inativo,321,2025-06-15 16:32:09,0
Bronze,2,inativo,33,2026-01-01 11:00:07,117
Ouro,1,inativo,79,2025-04-08 15:40:21,74
Prata,2,inativo,470,2025-06-17 10:30:55,5
Ouro,1,inativo,436,2025-04-16 16:33:21,82
Prata,1,ativo,341,2025-11-28 14:20:22,101
Bronze,1,inativo,377,2026-02-24 13:08:05,87
Bronze,2,inativo,178,2025-04-30 05:58:33,22
Ouro,2,inativo,68,2025-10-04 00:47:26,130
Ouro,3,ativo,436,2025-05-30 08:58:32,64
Prata,1,inativo,164,2025-11-27 06:38:57,106
Bronze,2,ativo,38,2025-12-13 05:08:52,98
Prata,3,ativo,287,2026-03-01 23:27:58,125
Ouro,3,ativo,144,2025-12-03 15:24:27,54
Bronze,2,ativo,481,2025-04-17 12:09:23,116
Bronze,3,ativo,226,2025-08-29 06:38:02,100
Prata,1,inativo,6,2025-11-07 16:40:05,95
Prata,3,inativo,434,2025-06-18 19:29:20,65
Bronze,1,inativo,42,2025-10-02 00:25:44,29
Prata,1,ativo,47,2025-06-14 00:13:28,4
Bronze,1,inativo,462,2025-11-15 18:49:13,76
Bronze,1,ativo,477,2025-08-02 17:25:39,110
Bronze,1,inativo,371,2025-04-24 07:07:29,69
Bronze,2,inativo,263,2025-04-24 19:20:46,25
Ouro,3,ativo,143,2026-02-19 23:37:13,128
Prata,2,ativo,80,2025-11-10 10:56:53,103
Prata,3,inativo,156,2025-12-25 00:06:32,77
Prata,1,ativo,366,2025-04-24 02:44:34,33
Ouro,3,inativo,375,2025-10-21 18:49:22,80
Bronze,1,inativo,86,2026-02-10 17:42:41,41
Bronze,2,ativo,215,2025-07-22 00:56:31,96
Bronze,2,inativo,8,2026-01-16 08:42:50,37
Bronze,1,ativo,257,2026-03-01 05:07:00,61
Prata,2,ativo,106,2026-03-17 17:40:11,84
Prata,1,ativo,218,2025-11-11 22:43:36,51
Bronze,1,ativo,1,2025-10-04 21:12:37,28
Prata,2,ativo,251,2025-09-25 11:45:25,128
Prata,3,ativo,340,2025-10-31 13:59:02,92
Prata,2,ativo,96,2025-12-31 05:53:12,29
Prata,2,inativo,222,2025-07-10 18:00:48,47
Ouro,1,ativo,25,2026-01-22 05:03:14,79
Prata,1,inativo,448,2026-01-28 14:57:07,113
Bronze,3,inativo,38,2025-12-24 22:30:13,88
Bronze,2,inativo,199,2025-09-24 22:06:54,67
Bronze,2,ativo,51,2025-07-11 17:01:08,19
Bronze,3,ativo,441,2025-12-05 03:23:17,122
Prata,3,inativo,295,2025-10-09 06:22:33,130
Bronze,1,ativo,400,2025-11-16 18:04:29,89
Bronze,2,inativo,487,2026-03-24 08:30:46,31
Bronze,2,ativo,474,2025-08-22 00:06:13,28
Bronze,3,inativo,272,2025-06-02 06:07:08,95
Prata,1,ativo,400,2025-08-06 12:20:44,26
Bronze,2,ativo,205,2026-02-09 06:27:49,87
Bronze,2,ativo,194,2025-11-08 03:55:17,38
Bronze,1,inativo,494,2025-09-18 17:42:21,21
Prata,1,ativo,262,2025-07-21 14:05:03,89
Bronze,3,ativo,323,2025-12-21 05:13:44,73
Prata,3,inativo,17,2025-06-13 23:48:55,58
Bronze,1,inativo,274,2025-04-16 11:42:13,51
Prata,1,ativo,130,2025-05-12 08:20:11,86
Prata,2,ativo,451,2025-11-26 21:51:41,69
Bronze,2,ativo,374,2025-07-21 22:21:54,62
Prata,3,ativo,363,2025-08-22 23:13:07,60
Prata,1,ativo,311,2025-05-23 04:29:03,102
Ouro,3,ativo,212,2026-01-03 01:14:11,8
Ouro,3,ativo,285,2025-12-25 09:04:34,114
Bronze,3,ativo,254,2025-11-30 18:43:20,32
Bronze,2,ativo,105,2025-09-07 02:18:24,97
Bronze,2,inativo,367,2025-05-20 04:01:06,11
Ouro,3,inativo,209,2025-11-17 22:03:36,72
Bronze,2,ativo,283,2025-10-31 21:05:58,86
Bronze,2,inativo,298,2026-03-22 04:22:21,11
Prata,2,inativo,73,2025-06-23 02:18:04,55
Ouro,2,ativo,497,2025-07-08 16:16:47,38
Prata,1,ativo,82,2025-11-22 15:53:07,113
Bronze,2,inativo,299,2025-07-20 15:53:28,46
Prata,1,inativo,187,2025-07-23 04:14:02,82
Prata,3,inativo,104,2025-07-13 19:42:34,47
Ouro,1,inativo,279,2026-01-18 04:17:51,76
Bronze,2,inativo,209,2025-08-04 03:04:32,108
Ouro,1,inativo,378,2025-09-12 21:39:34,114
Bronze,1,inativo,392,2025-08-22 08:21:43,38
Bronze,1,inativo,11,2025-07-19 17:39:27,116
Prata,2,inativo,36,2025-10-26 10:05:57,17
Prata,2,ativo,230,2025-04-20 14:30:49,51
Prata,2,inativo,131,2026-01-25 12:41:14,25
Bronze,1,ativo,394,2025-05-05 01:36:39,91
Ouro,1,inativo,187,2025-09-10 21:39:35,129
Prata,3,ativo,306,2026-03-19 07:40:38,79
Prata,2,inativo,87,2025-07-06 11:48:52,78
Bronze,2,ativo,102,2025-12-13 15:03:53,91
Bronze,1,ativo,376,2025-08-14 04:47:12,114
Bronze,1,ativo,439,2025-07-29 14:03:58,100
Bronze,1,inativo,211,2026-02-11 01:15:34,90
Bronze,3,ativo,313,2025-08-29 21:47:33,17
Prata,1,inativo,194,2025-12-20 19:21:54,26
Prata,2,inativo,479,2025-09-02 20:50:40,124
Prata,2,ativo,297,2026-02-09 13:14:33,108
Bronze,1,inativo,167,2026-02-05 00:35:42,81
Bronze,3,ativo,90,2026-02-13 15:54:05,73
Prata,1,inativo,139,2025-11-13 10:41:01,8
Bronze,2,inativo,126,2025-09-07 03:34:34,116
Prata,2,ativo,384,2025-09-24 14:23:01,86
Prata,3,inativo,41,2025-11-03 20:39:16,130
Prata,2,inativo,11,2025-05-21 07:50:23,10
Bronze,1,inativo,446,2026-01-24 21:27:11,102
Prata,3,ativo,38,2025-08-26 07:27:23,71
Bronze,3,ativo,200,2025-06-14 12:43:49,81
Prata,3,inativo,142,2026-02-10 04:05:47,66
Bronze,3,ativo,43,2026-03-01 18:03:37,93
Bronze,3,ativo,486,2025-11-24 13:16:07,80
Bronze,3,inativo,96,2025-07-06 14:28:25,58
Bronze,2,inativo,182,2026-02-23 19:52:10,55
Bronze,3,ativo,88,2025-11-11 14:33:02,8
Prata,1,inativo,132,2025-07-10 12:28:38,91
Prata,3,ativo,68,2025-12-11 06:01:57,125
Prata,2,inativo,477,2025-04-18 19:03:42,116
Bronze,3,inativo,9,2025-09-07 12:53:18,8
Prata,3,inativo,67,2026-03-27 07:11:33,91
Prata,1,ativo,181,2026-03-04 10:04:50,123
Ouro,2,inativo,312,2025-06-17 15:19:26,120
Bronze,1,ativo,214,2025-06-16 02:55:20,17
Bronze,3,ativo,68,2025-05-12 07:04:04,24
Ouro,1,inativo,410,2025-07-19 10:38:11,102
Prata,1,ativo,231,2026-01-17 18:54:04,102
Prata,1,inativo,360,2025-06-03 00:11:31,96
Bronze,2,ativo,58,2025-05-19 07:43:22,40
Prata,3,inativo,270,2026-01-26 23:44:07,114
Bronze,1,inativo,398,2025-06-04 03:08:51,118
Bronze,3,ativo,66,2025-07-09 15:50:14,104
Prata,1,ativo,350,2025-09-15 01:46:03,108
Bronze,1,inativo,122,2025-07-04 04:04:39,114
Ouro,2,inativo,479,2025-12-28 02:07:04,112
Bronze,3,ativo,102,2025-04-27 13:17:26,21
Bronze,1,inativo,447,2025-12-23 10:36:08,61
Bronze,2,ativo,148,2025-09-01 03:07:33,72
Bronze,2,ativo,480,2025-12-11 02:22:20,24
Prata,2,ativo,117,2026-01-26 05:26:06,36
Bronze,3,ativo,370,2025-08-05 15:13:43,66
Bronze,1,ativo,239,2025-05-12 16:42:01,70
Bronze,2,inativo,281,2025-05-08 04:18:09,100
Prata,2,inativo,90,2026-01-22 09:58:04,77
Bronze,1,inativo,307,2025-10-03 14:28:04,85
Ouro,3,ativo,10,2025-09-05 21:29:52,55
Ouro,3,ativo,139,2026-02-04 02:31:50,63
Ouro,1,inativo,104,2025-06-13 09:07:15,110
Prata,3,ativo,365,2025-09-08 02:18:39,114
Ouro,2,ativo,32,2025-07-18 16:03:51,7
Bronze,1,inativo,230,2026-03-10 06:44:27,90
Prata,3,ativo,93,2025-06-06 02:37:02,20
Bronze,3,inativo,462,2025-07-16 15:59:47,109
Bronze,2,inativo,482,2026-02-12 17:42:13,49
Bronze,1,inativo,135,2025-10-21 10:14:04,81
Bronze,2,ativo,226,2026-02-28 13:00:22,33
Bronze,1,inativo,460,2025-08-02 17:13:32,13
Ouro,1,ativo,205,2025-11-22 22:09:47,62
Prata,3,ativo,84,2025-04-08 11:43:19,62
Bronze,1,inativo,426,2025-11-06 20:11:09,123
Bronze,3,inativo,178,2026-02-26 15:04:10,74
Bronze,3,inativo,450,2025-11-27 00:43:47,40
Prata,3,inativo,415,2025-09-16 07:18:43,105
Bronze,1,inativo,105,2025-05-08 02:57:04,58
Prata,1,inativo,210,2025-05-17 10:11:03,36
Bronze,2,inativo,79,2026-03-12 23:05:56,128
Prata,1,inativo,10,2026-01-24 20:34:26,71
Bronze,3,ativo,413,2025-05-13 19:35:45,48
Bronze,1,ativo,304,2026-01-04 01:48:37,76
Ouro,3,inativo,134,2025-06-30 09:46:20,2
Bronze,2,inativo,1,2025-07-05 02:31:17,45
Prata,3,inativo,20,2025-09-29 17:58:00,2
Prata,3,ativo,351,2025-12-30 20:10:44,14
Bronze,3,inativo,66,2025-10-01 20:38:05,98
Bronze,2,inativo,198,2026-03-21 18:25:01,129
Ouro,3,ativo,425,2025-11-21 14:09:54,103
Bronze,2,inativo,231,2026-03-28 13:53:31,116
Prata,3,inativo,417,2025-11-25 19:26:55,107
Bronze,2,ativo,75,2025-11-27 09:31:10,124
Bronze,1,inativo,102,2025-10-12 03:44:24,97
Prata,3,inativo,244,2025-05-07 17:18:41,90
Bronze,2,ativo,471,2025-05-25 06:17:17,54
Prata,3,inativo,122,2026-04-01 11:18:44,49
Prata,1,inativo,29,2026-01-25 14:40:14,10
Prata,1,inativo,141,2026-02-01 20:27:01,11
Prata,1,ativo,98,2025-07-01 18:51:11,75
Prata,1,ativo,355,2025-05-03 03:29:28,102
Bronze,3,ativo,181,2025-11-11 19:56:03,57
Bronze,1,inativo,179,2025-06-13 20:38:06,85
Bronze,1,ativo,88,2025-05-02 16:26:36,122
Bronze,1,ativo,123,2025-07-23 22:35:34,61
Prata,3,inativo,289,2026-01-27 11:03:32,128
Prata,2,ativo,420,2025-07-16 23:47:54,83
Ouro,3,ativo,467,2025-05-01 15:08:21,41
Bronze,2,inativo,183,2025-05-17 07:04:48,65
Prata,1,inativo,365,2025-09-16 10:43:39,88
Bronze,3,ativo,452,2025-08-08 11:06:07,56
Ouro,1,inativo,66,2025-08-12 00:23:31,7
Bronze,1,ativo,448,2025-07-05 13:04:18,41
Bronze,3,ativo,436,2025-10-24 02:56:54,55
Prata,2,inativo,362,2025-05-28 08:12:11,86
Bronze,1,ativo,244,2025-04-26 00:49:23,65
Ouro,1,inativo,80,2025-07-21 01:06:53,69
Bronze,2,inativo,145,2025-09-19 06:14:38,0
Bronze,1,inativo,389,2025-05-15 22:43:24,81
Ouro,1,ativo,286,2025-08-11 20:11:30,123
Ouro,3,inativo,361,2025-04-08 21:48:43,35
Bronze,2,ativo,135,2025-08-24 21:32:55,118
Ouro,3,ativo,468,2025-09-08 20:07:00,106
Ouro,1,inativo,481,2025-04-02 04:39:02,6
Bronze,3,ativo,90,2025-08-13 10:42:36,67
Prata,1,inativo,145,2025-04-30 11:34:03,26
Bronze,3,ativo,371,2025-05-06 05:26:52,88
Bronze,2,ativo,466,2025-04-05 11:57:47,103
Bronze,1,ativo,490,2025-06-28 11:02:18,0
Bronze,2,ativo,234,2025-11-18 08:33:17,12
Bronze,1,inativo,34,2025-07-26 22:39:15,90
Bronze,1,ativo,36,2025-04-15 04:02:00,31
Ouro,3,ativo,313,2026-01-04 03:03:26,91
Prata,3,ativo,292,2025-05-25 19:52:03,119
Bronze,2,inativo,203,2025-08-04 06:54:59,82
Prata,2,ativo,336,2025-06-22 02:44:29,84
Bronze,3,ativo,6,2025-11-20 23:48:44,34
Bronze,2,ativo,64,2025-11-04 02:17:13,0
Prata,1,inativo,219,2025-05-23 08:00:32,119
Bronze,3,ativo,90,2025-09-01 00:20:49,41
Bronze,2,ativo,52,2025-12-13 18:29:47,7
Prata,3,inativo,453,2025-05-27 01:25:09,37
Bronze,3,ativo,415,2025-11-07 02:33:28,45
Bronze,2,inativo,48,2026-02-19 04:14:32,23
Prata,1,ativo,81,2025-09-23 12:51:37,85
Prata,1,inativo,360,2025-09-24 01:20:25,113
Prata,1,ativo,209,2025-07-13 06:27:14,62
Bronze,1,inativo,400,2025-05-27 22:52:31,67
Prata,1,ativo,447,2025-04-29 11:32:20,25
Ouro,2,inativo,5,2026-03-29 16:53:06,85
Bronze,1,inativo,56,2025-10-25 05:21:48,92
Prata,3,ativo,127,2025-05-26 06:23:34,35
Prata,2,ativo,4,2025-09-07 22:03:08,17
Bronze,2,ativo,66,2025-11-04 14:19:44,128
Bronze,3,inativo,89,2025-09-05 10:49:54,15
Bronze,3,ativo,480,2025-07-31 11:29:00,16
Ouro,3,inativo,470,2025-04-14 20:17:51,59
Bronze,3,ativo,290,2025-08-25 03:17:11,117
Bronze,3,inativo,282,2026-02-10 22:35:46,32
Bronze,3,inativo,239,2026-02-26 19:50:06,101
Bronze,3,inativo,124,2026-04-03 10:17:34,19
Bronze,2,inativo,60,2025-04-14 15:10:31,75
Ouro,1,inativo,455,2025-11-25 03:44:37,118
Bronze,3,inativo,311,2026-01-24 03:18:43,29
Prata,3,inativo,320,2025-05-01 23:37:01,117
Bronze,3,ativo,195,2025-08-02 23:15:52,89
Bronze,2,ativo,460,2025-09-16 11:37:08,122
Bronze,1,inativo,335,2025-08-07 19:49:38,91
Prata,1,ativo,200,2026-03-13 01:02:27,13
Ouro,1,ativo,224,2025-10-29 09:04:51,43
Prata,1,ativo,428,2025-09-25 21:59:34,6
Ouro,1,inativo,428,2025-12-06 17:54:47,88
Bronze,3,inativo,434,2025-05-26 08:16:18,7
Bronze,1,ativo,55,2025-11-29 17:24:52,97
Bronze,2,ativo,213,2025-08-14 01:09:27,57
Ouro,1,ativo,76,2025-05-14 23:49:47,72
Bronze,1,ativo,202,2025-04-08 06:15:55,42
Ouro,2,inativo,177,2025-09-02 12:25:10,104
Bronze,3,inativo,371,2025-06-17 03:14:28,80
Bronze,3,ativo,462,2025-08-14 04:49:06,56
Bronze,1,inativo,76,2025-05-07 22:53:11,6
Prata,2,ativo,228,2025-07-10 23:33:29,86
Bronze,2,inativo,2,2025-11-16 14:11:15,100
Bronze,1,ativo,206,2026-02-25 13:43:43,100
Bronze,1,inativo,295,2025-06-01 20:20:24,63
Prata,2,inativo,34,2025-08-06 19:22:35,53
Bronze,3,inativo,248,2025-08-05 20:56:10,95
Ouro,2,ativo,434,2025-10-22 06:51:09,0
Ouro,2,inativo,277,2025-05-06 23:33:15,43
Prata,1,ativo,39,2025-08-05 15:21:10,32
Prata,1,inativo,303,2025-06-09 07:45:15,102
Bronze,1,ativo,376,2025-09-27 13:39:57,85
Bronze,2,ativo,153,2025-08-04 21:50:51,52
Ouro,3,inativo,442,2025-11-05 08:39:19,27
Bronze,3,inativo,33,2025-07-11 00:20:56,60
Prata,3,ativo,282,2025-08-07 01:55:32,11
Bronze,1,inativo,224,2026-03-02 18:27:26,25
Bronze,2,ativo,237,2025-08-22 22:30:22,30
Bronze,3,ativo,142,2025-10-03 08:42:27,49
Ouro,2,inativo,145,2025-06-19 21:36:02,99
Bronze,2,inativo,110,2025-10-11 17:58:08,59
Prata,3,inativo,137,2025-05-01 15:48:39,93
Bronze,2,ativo,144,2025-04-09 00:10:14,114
Bronze,2,inativo,359,2025-10-09 00:07:42,102
Bronze,1,inativo,207,2026-02-23 16:00:43,29
Prata,2,inativo,18,2025-07-08 10:10:40,57
Bronze,1,ativo,204,2026-03-08 19:21:26,1
Bronze,2,inativo,418,2026-02-13 11:31:22,9
Bronze,2,ativo,406,2025-04-10 20:34:10,8
Bronze,2,inativo,28,2026-03-04 07:28:09,70
Bronze,3,inativo,219,2025-06-03 06:14:20,92
Bronze,3,inativo,496,2025-05-07 17:31:04,123
Bronze,1,ativo,403,2025-07-30 05:30:56,7
Bronze,3,inativo,124,2025-10-19 07:23:08,130
Prata,1,inativo,347,2025-08-20 22:38:45,58
Bronze,1,inativo,305,2025-07-21 00:26:05,9
Ouro,2,ativo,258,2025-04-20 03:58:30,1
Prata,3,ativo,222,2025-04-26 18:49:48,12
Ouro,1,inativo,111,2025-12-04 08:20:06,114
Prata,3,ativo,28,2026-02-16 09:56:07,32
Bronze,3,inativo,485,2025-08-15 10:31:16,96
Ouro,2,inativo,352,2025-11-17 04:31:36,71
Prata,3,ativo,36,2025-04-04 15:33:17,71
Prata,3,inativo,10,2025-08-10 22:53:52,57
Bronze,3,inativo,290,2025-07-15 05:33:55,96
Prata,2,inativo,382,2025-09-19 21:29:40,33
Bronze,1,ativo,30,2026-01-31 20:39:06,59
Prata,1,ativo,54,2025-11-23 23:13:16,4
Bronze,3,ativo,440,2026-02-11 23:26:59,30
Prata,2,inativo,435,2025-09-04 05:10:59,39
Prata,1,ativo,52,2025-06-03 20:54:10,108
Prata,3,ativo,270,2026-04-03 19:57:25,97
Bronze,1,ativo,208,2025-12-10 11:56:56,68
Bronze,2,ativo,105,2026-02-13 20:02:28,8
Ouro,3,inativo,394,2025-04-02 03:56:22,22
Bronze,1,inativo,43,2025-08-24 11:52:19,51
Bronze,2,ativo,440,2025-10-29 00:30:32,61
Bronze,2,ativo,281,2025-12-12 02:45:31,8
Prata,3,inativo,142,2025-12-31 09:14:31,49
Bronze,3,inativo,387,2025-09-24 02:23:56,80
Ouro,3,inativo,136,2026-02-17 01:44:23,41
Bronze,3,ativo,314,2026-01-10 07:47:35,73
Bronze,3,ativo,92,2025-12-10 21:03:29,110
Bronze,3,inativo,156,2025-11-28 15:54:07,93
Prata,1,ativo,434,2025-05-21 16:25:34,52
Bronze,2,ativo,107,2025-09-05 16:03:07,13
Bronze,1,ativo,345,2026-01-10 23:45:36,91
Prata,2,inativo,90,2026-04-06 01:34:25,40
Ouro,3,inativo,43,2025-07-12 10:35:57,27
Bronze,2,ativo,251,2025-04-26 22:52:48,114
Ouro,2,inativo,258,2025-07-25 07:08:17,26
Ouro,3,inativo,1,2026-02-02 17:12:44,72
Ouro,1,ativo,307,2025-11-07 14:05:02,19
Bronze,1,inativo,223,2025-10-15 11:57:16,128
Bronze,2,ativo,236,2025-09-07 13:32:34,58
Prata,2,inativo,320,2025-09-11 07:56:02,3
Bronze,1,inativo,253,2026-02-22 02:36:31,43
Bronze,3,inativo,409,2025-11-07 16:23:01,3
Ouro,1,inativo,111,2025-07-12 08:02:21,25
Bronze,2,inativo,284,2025-07-20 03:32:21,95
Bronze,3,inativo,485,2025-06-23 22:54:10,73
Prata,1,ativo,379,2025-11-12 12:54:58,104
Bronze,3,ativo,442,2025-11-24 15:18:29,109
Bronze,3,inativo,282,2025-04-27 03:49:39,73
Ouro,1,ativo,488,2025-05-30 07:30:23,21
Bronze,2,inativo,196,2025-04-01 16:46:54,99
Prata,1,ativo,191,2026-02-27 01:55:41,125
Bronze,1,inativo,15,2025-06-01 06:59:15,39
Ouro,2,inativo,484,2026-02-04 20:44:40,129
Bronze,3,inativo,59,2025-04-27 23:31:32,94
Bronze,3,inativo,5,2025-05-11 17:33:40,3
Bronze,3,ativo,424,2025-11-04 20:24:15,58
Prata,1,ativo,14,2025-09-22 23:43:55,0
Prata,3,inativo,85,2025-04-19 08:28:25,130
Prata,2,inativo,274,2026-01-25 10:05:46,99
Bronze,1,ativo,5,2025-05-14 04:43:07,100
Prata,3,inativo,211,2026-01-05 19:54:35,113
Bronze,2,inativo,403,2025-06-19 20:15:16,25
Ouro,3,inativo,36,2025-05-12 06:29:03,17
Prata,2,inativo,95,2026-01-31 10:49:52,65
Ouro,2,ativo,483,2025-05-23 11:16:48,40
Bronze,2,ativo,13,2026-03-02 16:22:27,77
Bronze,1,inativo,315,2025-11-04 11:35:04,110
Bronze,2,ativo,434,2025-04-02 16:10:26,6
Bronze,2,ativo,223,2025-11-24 06:42:43,40
Bronze,3,inativo,55,2025-04-24 07:16:30,15
Prata,1,inativo,111,2026-01-22 20:36:25,96
Bronze,2,ativo,11,2026-02-28 20:50:38,58
Bronze,3,inativo,17,2025-12-07 10:53:30,33
Prata,3,inativo,415,2025-08-14 11:26:21,98
Bronze,1,ativo,165,2026-01-14 15:53:27,128
